2026-09-12 15:38:06, SISTEMA, CALCULO_DIFERENCIA_PESO, DIF: -3.8
2026-09-15 13:30:59, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:30:59, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:30:59, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:30:59, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:30:59, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:30:59, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:30:59, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:30:59, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:30:59, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:30:59, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:30:59, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:30:59, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:30:59, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:30:59, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:30:59, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:30:59, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:30:59, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:30:59, 10, CREACION_RUTINA ID: None,
2026-09-15 13:30:59, 10, CREACION_RUTINA, ID: None
2026-09-15 13:30:59, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:30:59, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:30:59, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:30:59, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:30:59, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:30:59, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:30:59, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:30:59, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:30:59, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:30:59, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:30:59, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:30:59, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:31:00, admin, ELIMINACION_SESION,
2026-09-15 13:31:06, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:31:06, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:31:06, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:31:06, <Mock name='mock.id_usuario' id='2043178026720'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:31:06, <Mock name='mock.id_usuario' id='2043178026720'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:31:06, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:06, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:06, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:06, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:06, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:06, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:31:06, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:31:06, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:31:06, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:31:20, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:31:20, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:31:20, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:31:20, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:31:20, activo@example.com, LOGOUT,
2026-09-15 13:31:20, test.admin.7c078323@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:31:20, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:31:21, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:31:21, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:31:21, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:31:21, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:31:21, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:31:21, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:31:21, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:31:21, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:31:21, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:31:21, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:31:21, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:31:21, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:31:21, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:31:21, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:31:21, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:31:21, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:31:21, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:31:21, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:31:21, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:31:21, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:31:21, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:31:21, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:31:21, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:31:21, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:31:21, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:31:21, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:31:21, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:31:21, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:31:21, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:31:21, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:31:21, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:31:21, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:31:21, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:31:21, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:31:21, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:31:21, 10, CREACION_RUTINA ID: None,
2026-09-15 13:31:21, 10, CREACION_RUTINA, ID: None
2026-09-15 13:31:21, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:31:21, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:31:21, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:31:21, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:31:21, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:31:21, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:31:21, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:31:21, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:31:21, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:31:21, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:31:21, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:31:21, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:31:21, admin, ELIMINACION_SESION,
2026-09-15 13:31:28, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:31:28, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:31:28, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:31:28, <Mock name='mock.id_usuario' id='2778627754704'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:31:28, <Mock name='mock.id_usuario' id='2778627754704'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:31:28, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:28, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:28, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:28, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:28, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:28, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:31:28, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:31:28, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:31:28, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:38:23, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:38:23, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:38:23, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:38:23, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:38:23, activo@example.com, LOGOUT,
2026-09-15 13:38:23, test.admin.a22e9556@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:38:23, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:38:23, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:38:23, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:38:23, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:38:23, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:38:23, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:38:23, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:38:23, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:38:23, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:38:23, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:38:23, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:23, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:38:23, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:23, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:38:23, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:23, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:38:23, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:23, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:38:23, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:38:23, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:23, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:38:23, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:38:23, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:23, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:38:23, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:38:23, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:23, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:38:23, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:38:23, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:23, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:38:23, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:38:23, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:23, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:38:23, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:38:23, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:23, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:24, 10, CREACION_RUTINA ID: None,
2026-09-15 13:38:24, 10, CREACION_RUTINA, ID: None
2026-09-15 13:38:24, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:38:24, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:38:24, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:38:24, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:38:24, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:38:24, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:38:24, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:38:24, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:24, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:38:24, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:24, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:38:24, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:38:24, admin, ELIMINACION_SESION,
2026-09-15 13:38:30, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:38:30, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:38:31, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:38:31, <Mock name='mock.id_usuario' id='1869896992480'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:38:31, <Mock name='mock.id_usuario' id='1869896992480'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:38:31, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:31, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:31, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:31, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:31, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:31, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:38:31, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:38:31, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:38:31, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:38:44, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:38:44, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:38:44, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:38:44, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:38:45, activo@example.com, LOGOUT,
2026-09-15 13:38:45, test.admin.89a75911@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-15 13:38:45, usuario_demo, ACCION_PRUEBA,
2026-09-15 13:38:45, usuario_demo, ACCION_PRUEBA, META: Bajar de peso
2026-09-15 13:38:45, carlos@example.com, REGISTRO_CLIENTE,
2026-09-15 13:38:45, carlos@example.com, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-15 13:38:45, ID_5, ELIMINACION_CLIENTE,
2026-09-15 13:38:45, 1, CREACION_EJERCICIO ID: None,
2026-09-15 13:38:45, 1, CREACION_EJERCICIO, ID: None
2026-09-15 13:38:45, sistema, ACTUALIZACION_EJERCICIO ID: 1,
2026-09-15 13:38:45, 1, ELIMINACION_EJERCICIO ID: 8,
2026-09-15 13:38:45, CLIENTE_10, CONSULTA_PROGRESO,
2026-09-15 13:38:45, CLIENTE_10, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:45, entrenador1, CONSULTA_IMPACTO,
2026-09-15 13:38:45, entrenador1, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:45, CLIENTE_8, GENERAR_PROGRESO,
2026-09-15 13:38:45, CLIENTE_8, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:45, CLIENTE_12, CONSULTA_PROGRESO,
2026-09-15 13:38:45, CLIENTE_12, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:45, CLIENTE_1, CONSULTA_PROGRESO
2026-09-15 13:38:45, CLIENTE_1, CONSULTA_PROGRESO,
2026-09-15 13:38:45, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:45, CLIENTE_2, CONSULTA_PROGRESO
2026-09-15 13:38:45, CLIENTE_2, CONSULTA_PROGRESO,
2026-09-15 13:38:45, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:45, CLIENTE_4, GENERAR_PROGRESO
2026-09-15 13:38:45, CLIENTE_4, GENERAR_PROGRESO,
2026-09-15 13:38:45, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:45, CLIENTE_6, GENERAR_PROGRESO
2026-09-15 13:38:45, CLIENTE_6, GENERAR_PROGRESO,
2026-09-15 13:38:45, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:45, CLIENTE_7, CONSULTA_PROGRESO
2026-09-15 13:38:45, CLIENTE_7, CONSULTA_PROGRESO,
2026-09-15 13:38:45, CLIENTE_7, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:45, CLIENTE_9, CONSULTA_PROGRESO
2026-09-15 13:38:45, CLIENTE_9, CONSULTA_PROGRESO,
2026-09-15 13:38:45, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO,
2026-09-15 13:38:45, SISTEMA, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-15 13:38:45, 10, CREACION_RUTINA ID: None,
2026-09-15 13:38:45, 10, CREACION_RUTINA, ID: None
2026-09-15 13:38:45, 1, ACTUALIZACION_RUTINA ID: 1,
2026-09-15 13:38:45, 1, ELIMINACION_RUTINA ID: 4,
2026-09-15 13:38:46, 1, AGREGAR_EJERCICIO_A_RUTINA ID: 1,
2026-09-15 13:38:46, 1, ELIMINAR_EJERCICIO_DE_RUTINA ID: 1,
2026-09-15 13:38:46, 1, ASIGNACION_RUTINA Cliente: 3, Rutina: 9,
2026-09-15 13:38:46, 2, ASIGNACION_RUTINA Cliente: 7, Rutina: 12,
2026-09-15 13:38:46, CLIENTE_15, REGISTRO_SESION,
2026-09-15 13:38:46, CLIENTE_15, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:46, CLIENTE_5, REGISTRO_SESION,
2026-09-15 13:38:46, CLIENTE_5, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-15 13:38:46, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:38:46, CLIENTE_10, CONSULTA_SESIONES,
2026-09-15 13:38:46, admin, ELIMINACION_SESION,
2026-09-15 13:38:52, 1, SUGERENCIA_RUTINA, CARDIO_QUEMA_GRASA
2026-09-15 13:38:52, 2, SUGERENCIA_RUTINA, FUERZA_HIPERTROFIA
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.5
2026-09-15 13:38:52, juan@mail.com, REPORTE_PDF_GENERADO, reportes/reporte.pdf
2026-09-15 13:38:52, <Mock name='mock.id_usuario' id='2307452685008'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:38:52, <Mock name='mock.id_usuario' id='2307452685008'>, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-15 13:38:52, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:52, 1, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:52, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:52, 2, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:52, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:52, 3, SUGERENCIA_RUTINA, DEFAULT
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, HISTORIAL_INSUFICIENTE
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:38:52, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.0
2026-09-15 13:38:52, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:38:52, test@example.com, REPORTE_PDF_GENERADO, reporte.pdf
2026-09-15 13:51:19, usuario@example.com, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-15 13:51:19, usuario@example.com, LOGIN_EXITOSO,
2026-09-15 13:51:19, desconocido@example.com, LOGIN_FALLIDO, Intento de inicio de sesión fallido
2026-09-15 13:51:19, desconocido@example.com, LOGIN_FALLIDO,
2026-09-15 13:51:19, activo@example.com, LOGOUT,
2026-09-15 13:51:19, test.admin.3412a90c@example.com, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
